info.brochures.destination,info.brochures.hotel,info.brochures.tour.operator,info.travel.agent,info.tourist.centre,info.advertising.newspapers,info.travel.guides,info.friends.relatives,info.work.colleagues,info.radio,info.TV,info.internet,info.exhibitions,info.slide.nights,book.internet,book.phone,book.at.destination,book.travel.agent,book.other,book.someone.else,spendpppd,TV.channel
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,222.222222222222,Channel 9 (National)
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,11.1111111111111,Channel 7 (National)
1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,13.3333333333333,Channel 7 (National)
1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,100,Channel 7 (National)
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,100,ABC (National)
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,125,Channel 9 (National)
1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,60,ABC (National)
1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,200,Pay TV
1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,27.0833333333333,Channel 10 (National)
1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,83.3333333333333,Channel 7 (National)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.7142857142857,Channel 9 (National)
1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,11.1111111111111,NA
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,31.25,Channel 7 (National)
0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,12.5,Regional programs on national channels
0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,18.5185185185185,Pay TV
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,100,Channel 10 (National)
1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,83.3333333333333,Pay TV
1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,450,Channel 7 (National)
0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,35.7142857142857,Regional programs on national channels
1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,133.333333333333,Pay TV
1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,38.8888888888889,Channel 7 (National)
0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,71.4285714285714,ABC (National)
1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,375,Channel 10 (National)
1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,25,Other (please specify) 
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50,Pay TV
1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,166.666666666667,ABC (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,142.857142857143,Channel 7 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,40,ABC (National)
0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,250,Pay TV
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,250,Pay TV
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,50,Pay TV
1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,57.1428571428571,Channel 10 (National)
1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.55555555555556,Channel 7 (National)
0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,83.3333333333333,Channel 7 (National)
1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,125,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,200,Channel 10 (National)
1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,76.6666666666667,ABC (National)
1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,25,Channel 7 (National)
1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,35,ABC (National)
0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,45,Regional programs on national channels
1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,66.6666666666667,Pay TV
1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,187.5,Channel 7 (National)
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,300,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,107.142857142857,Channel 7 (National)
1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,30,Channel 10 (National)
1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,33.3333333333333,Pay TV
1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,62.5,Channel 9 (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,12.5,Channel 9 (National)
0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10.2040816326531,Channel 7 (National)
1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,32.258064516129,ABC (National)
1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,324.074074074074,Channel 10 (National)
1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,71.4285714285714,Regional programs on national channels
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,47.6190476190476,ABC (National)
1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,120,ABC (National)
0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,125,Channel 7 (National)
0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,12.5,Channel 7 (National)
1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,120,Pay TV
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,28.5714285714286,Pay TV
1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,50,Pay TV
1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,250,Channel 9 (National)
1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,57.1428571428571,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,166.666666666667,Channel 9 (National)
0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,111.111111111111,ABC (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,200,Channel 7 (National)
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,28.5714285714286,ABC (National)
0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,100,Regional programs on national channels
0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,50,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,50,ABC (National)
1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,100,Channel 9 (National)
1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,250,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,33.3333333333333,Channel 7 (National)
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,62.5,Channel 10 (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,9.375,ABC (National)
1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,125,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,33.3333333333333,ABC (National)
1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,12.5,Channel 9 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,33.3333333333333,Channel 7 (National)
1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,68.1818181818182,Channel 7 (National)
1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,38.8888888888889,Channel 7 (National)
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,375,Regional programs on national channels
1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,125,Pay TV
1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,55.5555555555556,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,100,Pay TV
1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,75,Pay TV
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,140,Pay TV
1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,25,ABC (National)
1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,138.888888888889,Channel 7 (National)
0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,312.5,Channel 7 (National)
0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,50,Channel 7 (National)
1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,NA,Regional programs on national channels
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,120,Channel 7 (National)
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,50,Regional programs on national channels
0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,35.7142857142857,Channel 9 (National)
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,57.1428571428571,Channel 7 (National)
1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,40,Channel 10 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,42.8571428571429,Channel 7 (National)
1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,125,Channel 10 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,22.2222222222222,Other (please specify) 
1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,7.93650793650794,Channel 10 (National)
1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,27.7777777777778,Regional programs on national channels
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,100,Regional programs on national channels
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60,Channel 9 (National)
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,72.7272727272727,Regional programs on national channels
1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,100,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,31.25,Pay TV
1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,166.666666666667,Channel 10 (National)
1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,166.666666666667,Channel 7 (National)
1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,71.4285714285714,ABC (National)
1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,37.5,Channel 7 (National)
1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,200,ABC (National)
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,33.3333333333333,Channel 9 (National)
1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,12.5,Channel 7 (National)
1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,55.5555555555556,Channel 10 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,35.7142857142857,Channel 10 (National)
0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,60,ABC (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,107.142857142857,Channel 7 (National)
1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,125,Pay TV
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,12.5,Pay TV
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,250,Channel 7 (National)
1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,125,Channel 9 (National)
0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,83.3333333333333,Channel 7 (National)
1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,125,Channel 7 (National)
1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,37.5,Channel 9 (National)
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,7.14285714285714,SBS (National)
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.6666666666667,Channel 7 (National)
0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,62.5,Pay TV
1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,71.4285714285714,ABC (National)
1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,166.666666666667,ABC (National)
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,44.4444444444444,Pay TV
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,ABC (National)
1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,50,Channel 7 (National)
1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,75,ABC (National)
0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,208.333333333333,ABC (National)
0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,50,Channel 10 (National)
1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,12.5,Pay TV
1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,62.5,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,10,NA
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,142.857142857143,Channel 9 (National)
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.52380952380952,Channel 10 (National)
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,53.5714285714286,SBS (National)
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,125,ABC (National)
1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1.66666666666667,Channel 9 (National)
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,3.33333333333333,Channel 7 (National)
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,106.666666666667,ABC (National)
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,45,Channel 10 (National)
1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,16.6666666666667,Channel 10 (National)
0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,40,ABC (National)
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4.16666666666667,Channel 10 (National)
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,107.142857142857,Channel 7 (National)
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,125,Channel 10 (National)
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,178.571428571429,Channel 9 (National)
1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,20.3125,Channel 10 (National)
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25,Pay TV
0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,41.6666666666667,Channel 10 (National)
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,37.5,Channel 7 (National)
0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,55.5555555555556,Pay TV
1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,13.1578947368421,Other (please specify) 
1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,28.5714285714286,Channel 7 (National)
1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,100,Channel 10 (National)
1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,60,Channel 9 (National)
1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,125,Channel 10 (National)
1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,107.142857142857,Channel 7 (National)
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,25,Channel 7 (National)
1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,23.8095238095238,ABC (National)
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,71.4285714285714,Channel 10 (National)
0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,375,Pay TV
1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,104.166666666667,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,70,Channel 9 (National)
1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,35.7142857142857,Channel 10 (National)
1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,NA,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,17.5,Channel 9 (National)
1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,116.666666666667,Channel 10 (National)
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,41.6666666666667,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,187.5,Pay TV
0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,35.7142857142857,Pay TV
1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,61.9047619047619,Channel 7 (National)
1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,107.142857142857,Channel 10 (National)
1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,47.6190476190476,Pay TV
1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,11.25,ABC (National)
1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,133.333333333333,Pay TV
0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,14.2857142857143,ABC (National)
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,187.5,Channel 7 (National)
0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,18.75,Channel 9 (National)
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,48.5714285714286,Channel 7 (National)
1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,71.4285714285714,ABC (National)
1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,22.7272727272727,ABC (National)
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5.10204081632653,Channel 7 (National)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Channel 7 (National)
1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,80,Channel 9 (National)
1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,100,Channel 10 (National)
1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,111.111111111111,Channel 9 (National)
1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,21.4285714285714,Pay TV
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,42.8571428571429,Other (please specify) 
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,93.75,Pay TV
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,34,Channel 7 (National)
0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,43.4782608695652,Channel 10 (National)
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,250,Channel 9 (National)
1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,100,ABC (National)
1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,500,Channel 7 (National)
1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,178.571428571429,Channel 10 (National)
1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,13.3333333333333,SBS (National)
1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,58.3333333333333,Channel 7 (National)
1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,50,Pay TV
1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,40,Pay TV
0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,4.16666666666667,Channel 7 (National)
1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,175,Channel 7 (National)
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,25,Channel 9 (National)
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,25,Pay TV
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,Channel 10 (National)
1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,157.142857142857,ABC (National)
1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,23.4375,Channel 9 (National)
0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,333.333333333333,ABC (National)
1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,28.5714285714286,Channel 10 (National)
1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,16.6666666666667,ABC (National)
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,133.333333333333,ABC (National)
0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,66.6666666666667,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,83.3333333333333,Pay TV
1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,208.333333333333,Channel 7 (National)
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,22.5,Channel 10 (National)
1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,20,Regional programs on national channels
1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,71.4285714285714,Channel 9 (National)
1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,58.3333333333333,Channel 10 (National)
1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,100,Channel 9 (National)
1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,300,Pay TV
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,50,Channel 9 (National)
1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,12.5,NA
1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,12.5,Channel 10 (National)
1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,7.29166666666667,SBS (National)
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,77.7777777777778,Pay TV
1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,41.6666666666667,Channel 7 (National)
1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,62.5,Channel 7 (National)
1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,62.5,Pay TV
1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,50,Channel 10 (National)
1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,13.3333333333333,Regional programs on national channels
1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,125,Channel 7 (National)
1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,71.4285714285714,ABC (National)
1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,11.9047619047619,ABC (National)
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,20,NA
1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,57.6923076923077,Regional programs on national channels
1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,53.3333333333333,Pay TV
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,100,Pay TV
1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,10,Channel 7 (National)
1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,133.333333333333,Pay TV
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,9.09090909090909,Channel 10 (National)
0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,40,ABC (National)
0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,ABC (National)
0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,87.5,Regional programs on national channels
1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,66.6666666666667,Pay TV
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,100,Pay TV
1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,100,Channel 10 (National)
1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,9.87654320987654,Channel 10 (National)
1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,17.8571428571429,Channel 10 (National)
1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,100,Channel 7 (National)
1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,23.8095238095238,Pay TV
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,44.6428571428571,Channel 7 (National)
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,40,Pay TV
1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,25,Channel 10 (National)
1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,62.5,Channel 7 (National)
